OrderID,OrderDate,CustomerName,Segment,Region,Category,Sales,Profit
ORD-0593,2023-03-11,Katherine Murray,Home Office,East,Office Supplies,14.94,7.0218
ORD-0593,2023-03-11,Katherine Murray,Home Office,East,Office Supplies,195.64,91.9508
ORD-0271,2023-03-11,Rob Williams,Corporate,Central,Technology,47.53,16.1602
ORD-0726,2023-03-11,Gary Mitchum,Home Office,East,Technology,113.97,27.3528
ORD-0593,2023-03-11,Katherine Murray,Home Office,East,Technology,1687.8,742.632
ORD-0911,2023-03-11,Aaron Hawkins,Corporate,East,Technology,34.77,11.4741
ORD-0601,2023-03-11,James Lanier,Home Office,West,Technology,475.944,59.493
ORD-1773,2023-03-13,Victoria Wilson,Corporate,East,Furniture,452.45,-244.323
ORD-1140,2023-03-13,Claudia Bergmann,Corporate,East,Office Supplies,9.84,2.6568
ORD-1773,2023-03-13,Victoria Wilson,Corporate,East,Office Supplies,23.68,8.88
ORD-1140,2023-03-13,Claudia Bergmann,Corporate,East,Office Supplies,20.04,9.6192
ORD-1140,2023-03-13,Claudia Bergmann,Corporate,East,Office Supplies,85.52,22.2352
ORD-1773,2023-03-13,Victoria Wilson,Corporate,East,Technology,89.584,4.4792
ORD-1773,2023-03-13,Victoria Wilson,Corporate,East,Technology,1188.0,-950.4
ORD-1773,2023-03-13,Victoria Wilson,Corporate,East,Technology,62.982,-14.6958
ORD-1691,2023-03-14,Amy Hunt,Consumer,Central,Furniture,1352.3976,-437.5404
ORD-1691,2023-03-14,Amy Hunt,Consumer,Central,Office Supplies,7.056,0.7938
ORD-1379,2023-03-14,Sylvia Foulston,Corporate,Central,Office Supplies,10.368,3.6288
ORD-1691,2023-03-14,Amy Hunt,Consumer,Central,Technology,398.4,84.66
ORD-1134,2023-03-15,Andrew Gjertsen,Corporate,South,Furniture,192.22,69.1992
ORD-1826,2023-03-15,Chris Selesnick,Corporate,Central,Office Supplies,32.34,15.5232
ORD-1826,2023-03-15,Chris Selesnick,Corporate,Central,Office Supplies,39.9,19.95
ORD-1901,2023-03-16,Steven Roelle,Home Office,West,Furniture,61.584,-6.9282
ORD-1959,2023-03-16,James Lanier,Home Office,West,Office Supplies,87.36,23.5872
ORD-1185,2023-03-16,Brooke Gillingham,Corporate,East,Office Supplies,59.52,15.4752
ORD-1959,2023-03-16,James Lanier,Home Office,West,Office Supplies,56.16,17.55
ORD-1185,2023-03-16,Brooke Gillingham,Corporate,East,Office Supplies,13.168,4.6088
ORD-1185,2023-03-16,Brooke Gillingham,Corporate,East,Office Supplies,17.48,8.2156
ORD-1819,2023-03-17,Stefania Perrino,Corporate,West,Office Supplies,1.938,-1.3566
ORD-1819,2023-03-17,Stefania Perrino,Corporate,West,Office Supplies,29.6,9.25
ORD-1345,2023-03-20,Craig Carroll,Consumer,South,Office Supplies,163.44,45.7632
ORD-1345,2023-03-20,Craig Carroll,Consumer,South,Office Supplies,42.76,11.1176
ORD-1345,2023-03-20,Craig Carroll,Consumer,South,Office Supplies,106.32,49.9704
ORD-1345,2023-03-20,Craig Carroll,Consumer,South,Office Supplies,51.55,24.2285
ORD-1941,2023-03-21,Michael Moore,Consumer,East,Furniture,1018.104,-373.3048
ORD-1488,2023-03-23,Cindy Schnelling,Corporate,East,Office Supplies,10.368,1.5552
ORD-1931,2023-03-23,Yana Sorensen,Corporate,East,Office Supplies,465.18,120.9468
ORD-1488,2023-03-23,Cindy Schnelling,Corporate,East,Technology,10.384,2.2066
ORD-1488,2023-03-23,Cindy Schnelling,Corporate,East,Technology,26.376,2.6376
ORD-1488,2023-03-23,Cindy Schnelling,Corporate,East,Technology,107.118,-21.4236
ORD-1488,2023-03-23,Cindy Schnelling,Corporate,East,Technology,235.188,-43.1178
ORD-1636,2023-03-24,Philip Brown,Consumer,West,Furniture,77.6,38.024
ORD-1636,2023-03-24,Philip Brown,Consumer,West,Furniture,464.85,92.97
ORD-1636,2023-03-24,Philip Brown,Consumer,West,Office Supplies,70.008,24.5028
ORD-2106,2023-03-24,Karen Seio,Corporate,South,Office Supplies,9.82,4.8118
ORD-1092,2023-03-28,Joni Sundaresam,Home Office,Central,Furniture,254.744,-312.0614
ORD-1862,2023-03-28,Scott Cohen,Corporate,East,Office Supplies,6.68,2.004
ORD-1850,2023-03-28,Amy Hunt,Consumer,South,Office Supplies,88.96,10.008
ORD-0035,2023-03-28,Scott Cohen,Corporate,East,Office Supplies,6.68,2.004
ORD-1692,2023-03-30,Paul MacIntyre,Consumer,Central,Furniture,199.304,-8.5416
ORD-1692,2023-03-30,Paul MacIntyre,Consumer,Central,Furniture,102.438,-13.1706
ORD-0028,2023-04-01,Jane Waco,Corporate,East,Furniture,24.3,10.45
ORD-0028,2023-04-01,Jane Waco,Corporate,East,Furniture,9.48,3.79
ORD-0028,2023-04-01,Jane Waco,Corporate,East,Furniture,31.4,13.19
ORD-0028,2023-04-01,Jane Waco,Corporate,East,Office Supplies,6.48,3.11
ORD-0028,2023-04-01,Jane Waco,Corporate,East,Technology,209.5,58.66
ORD-1342,2023-04-03,Carl Weiss,Home Office,West,Office Supplies,14.62,6.8714
ORD-1342,2023-04-03,Carl Weiss,Home Office,West,Office Supplies,29.04,13.9392
ORD-1490,2023-04-04,Cyra Reiten,Home Office,South,Office Supplies,13.12,2.132
ORD-1200,2023-04-06,Elizabeth Moffitt,Corporate,West,Office Supplies,182.72,84.0512
ORD-2093,2023-04-07,Seth Vernon,Consumer,East,Furniture,181.986,-54.5958
ORD-2046,2023-04-07,Sean Christensen,Consumer,West,Furniture,2803.92,0.0
ORD-2093,2023-04-07,Seth Vernon,Consumer,East,Technology,431.976,-100.7944
ORD-2093,2023-04-07,Seth Vernon,Consumer,East,Technology,155.37,-36.253
ORD-1313,2023-04-08,Joseph Holt,Consumer,South,Furniture,4297.644,-1862.3124
ORD-1392,2023-04-10,Charles Crestani,Consumer,West,Furniture,227.36,81.8496
ORD-1758,2023-04-10,Jeremy Pistek,Consumer,Central,Office Supplies,14.304,5.0064
ORD-1392,2023-04-10,Charles Crestani,Consumer,West,Technology,1919.976,215.9973
ORD-1816,2023-04-11,Karl Braun,Consumer,Central,Furniture,53.34,16.5354
ORD-1816,2023-04-11,Karl Braun,Consumer,Central,Office Supplies,32.96,16.1504
ORD-1816,2023-04-11,Karl Braun,Consumer,Central,Office Supplies,12.96,6.2208
ORD-1468,2023-04-14,Pauline Webber,Corporate,East,Furniture,90.882,15.147
ORD-1686,2023-04-14,Allen Armold,Consumer,Central,Furniture,28.4,11.076
ORD-1949,2023-04-14,Rick Wilson,Corporate,West,Furniture,136.92,41.076
ORD-1560,2023-04-14,Ken Heidel,Corporate,West,Office Supplies,12.144,4.0986
ORD-1113,2023-04-14,Frank Olsen,Consumer,South,Office Supplies,74.52,35.0244
ORD-1686,2023-04-14,Allen Armold,Consumer,Central,Technology,149.97,50.9898
ORD-1924,2023-04-17,Ivan Liston,Consumer,East,Furniture,283.92,82.3368
ORD-1924,2023-04-17,Ivan Liston,Consumer,East,Furniture,1268.82,266.4522
ORD-1924,2023-04-17,Ivan Liston,Consumer,East,Office Supplies,5.68,1.7608
ORD-1240,2023-04-17,Victoria Wilson,Corporate,West,Office Supplies,5.28,1.5312
ORD-1628,2023-04-17,Trudy Schmidt,Consumer,Central,Office Supplies,2.934,-4.9878
ORD-1128,2023-04-17,Lori Olson,Corporate,South,Office Supplies,29.9,13.455
ORD-1128,2023-04-17,Lori Olson,Corporate,South,Office Supplies,146.73,2.9346
ORD-1628,2023-04-17,Trudy Schmidt,Consumer,Central,Office Supplies,670.752,-125.766
ORD-1628,2023-04-17,Trudy Schmidt,Consumer,Central,Technology,18.528,4.4004
ORD-1787,2023-04-18,Damala Kotsonis,Corporate,South,Office Supplies,311.15,146.2405
ORD-1787,2023-04-18,Damala Kotsonis,Corporate,South,Office Supplies,12.96,6.3504
ORD-1518,2023-04-19,Brosina Hoffman,Consumer,Central,Office Supplies,5.76,1.728
ORD-1518,2023-04-19,Brosina Hoffman,Consumer,Central,Office Supplies,5.81,1.8011
ORD-1518,2023-04-19,Brosina Hoffman,Consumer,Central,Office Supplies,9.54,4.293
ORD-1292,2023-04-19,Lisa Hazard,Consumer,East,Technology,107.982,-26.9955
ORD-1770,2023-04-20,Sarah Jordon,Consumer,West,Furniture,203.92,22.941
ORD-1599,2023-04-20,Frank Atkinson,Corporate,Central,Furniture,40.784,-30.588
ORD-1599,2023-04-20,Frank Atkinson,Corporate,Central,Office Supplies,40.096,13.5324
ORD-1088,2023-04-20,Michael Stewart,Corporate,Central,Technology,20.8,6.5
ORD-1870,2023-04-20,Jill Fjeld,Consumer,Central,Technology,479.952,89.991
ORD-1090,2023-04-21,Nona Balk,Corporate,East,Office Supplies,77.24,7.724
ORD-1788,2023-04-25,Karl Braun,Consumer,East,Office Supplies,14.352,0.897
ORD-1788,2023-04-25,Karl Braun,Consumer,East,Office Supplies,14.952,-11.9616
ORD-1788,2023-04-25,Karl Braun,Consumer,East,Office Supplies,2.286,-1.6764
ORD-1317,2023-04-25,Ted Trevino,Consumer,East,Office Supplies,26.424,9.5787
ORD-1788,2023-04-25,Karl Braun,Consumer,East,Technology,71.976,0.8997
ORD-1317,2023-04-25,Ted Trevino,Consumer,East,Technology,625.99,187.797
ORD-1788,2023-04-25,Karl Braun,Consumer,East,Technology,323.982,-80.9955
ORD-1309,2023-04-26,Justin MacKendrick,Consumer,West,Office Supplies,541.44,157.0176
ORD-1309,2023-04-26,Justin MacKendrick,Consumer,West,Office Supplies,11.52,4.176
ORD-1309,2023-04-26,Justin MacKendrick,Consumer,West,Office Supplies,41.72,13.0375
ORD-1309,2023-04-26,Justin MacKendrick,Consumer,West,Office Supplies,19.44,9.3312
ORD-1309,2023-04-26,Justin MacKendrick,Consumer,West,Office Supplies,13.36,6.4128
ORD-1890,2023-04-26,Roy Phan,Corporate,Central,Technology,139.95,26.5905
ORD-1890,2023-04-26,Roy Phan,Corporate,Central,Technology,699.98,195.9944
ORD-1890,2023-04-26,Roy Phan,Corporate,Central,Technology,134.97,64.7856
ORD-1390,2023-04-27,Rob Dowd,Consumer,West,Office Supplies,87.71,41.2237
ORD-1390,2023-04-27,Rob Dowd,Consumer,West,Office Supplies,36.84,17.3148
ORD-1935,2023-04-27,Sung Pak,Corporate,East,Office Supplies,35.88,16.146
ORD-1159,2023-04-29,Guy Thornton,Consumer,West,Furniture,35.544,-0.8886
ORD-1234,2023-04-29,Ann Blume,Corporate,West,Office Supplies,9.24,4.4352
ORD-1159,2023-04-29,Guy Thornton,Consumer,West,Office Supplies,61.06,28.0876
ORD-1861,2023-05-01,Kelly Andreada,Consumer,East,Office Supplies,286.79,74.5654
ORD-2108,2023-05-01,Liz MacKendrick,Consumer,South,Technology,29.99,2.999
ORD-2010,2023-05-02,Pierre Wener,Consumer,East,Office Supplies,2541.98,1270.99
ORD-1506,2023-05-02,Joe Elijah,Consumer,West,Office Supplies,49.12,23.0864
ORD-1553,2023-05-03,Penelope Sewall,Home Office,Central,Office Supplies,79.36,20.6336
ORD-1551,2023-05-04,Lindsay Castell,Home Office,East,Office Supplies,26.88,6.72
ORD-1551,2023-05-04,Lindsay Castell,Home Office,East,Office Supplies,10.896,3.8136
ORD-1898,2023-05-06,Sung Shariari,Consumer,East,Office Supplies,3.15,1.512
ORD-1898,2023-05-06,Sung Shariari,Consumer,East,Office Supplies,22.72,10.224
ORD-1132,2023-05-08,Erin Smith,Corporate,East,Furniture,493.92,-28.224
ORD-1236,2023-05-08,Bill Tyler,Corporate,East,Office Supplies,16.032,2.2044
ORD-1236,2023-05-08,Bill Tyler,Corporate,East,Office Supplies,4.419,-3.3879
ORD-1654,2023-05-08,Nora Paige,Consumer,West,Technology,538.92,80.838
ORD-1132,2023-05-08,Erin Smith,Corporate,East,Technology,105.98,1.0598
ORD-1761,2023-05-09,Valerie Dominguez,Consumer,South,Furniture,389.696,43.8408
ORD-1761,2023-05-09,Valerie Dominguez,Consumer,South,Furniture,161.568,-28.2744
ORD-1573,2023-05-10,Craig Molinari,Corporate,Central,Furniture,1227.9984,-36.1176
ORD-1103,2023-05-10,Dave Hallsten,Corporate,West,Furniture,184.752,-20.7846
ORD-1571,2023-05-10,Resi Pölking,Consumer,East,Office Supplies,3.552,0.444
ORD-1573,2023-05-10,Craig Molinari,Corporate,Central,Office Supplies,55.328,6.2244
ORD-1869,2023-05-10,Shui Tom,Consumer,South,Office Supplies,58.72,27.0112
ORD-1103,2023-05-10,Dave Hallsten,Corporate,West,Technology,15.984,1.1988
ORD-1129,2023-05-10,Tracy Poddar,Corporate,Central,Technology,95.84,34.742
ORD-1214,2023-05-11,Dave Kipp,Consumer,West,Furniture,787.53,165.3813
ORD-1161,2023-05-11,Pete Armstrong,Home Office,Central,Office Supplies,10.16,2.6416
ORD-1161,2023-05-11,Pete Armstrong,Home Office,Central,Office Supplies,101.88,50.94
ORD-1198,2023-05-14,Luke Foster,Consumer,East,Furniture,383.607,63.9345
ORD-1438,2023-05-14,Alan Haines,Corporate,East,Furniture,99.372,-7.098
ORD-1679,2023-05-14,Maribeth Schnelling,Consumer,Central,Furniture,4.712,-1.8848
ORD-1438,2023-05-14,Alan Haines,Corporate,East,Furniture,33.568,-5.4548
ORD-1679,2023-05-14,Maribeth Schnelling,Consumer,Central,Office Supplies,180.98,-470.548
ORD-1866,2023-05-14,Sarah Foster,Consumer,Central,Office Supplies,60.69,16.3863
ORD-1679,2023-05-14,Maribeth Schnelling,Consumer,Central,Office Supplies,11.212,-16.818
ORD-1189,2023-05-14,Katherine Nockton,Corporate,East,Office Supplies,2.556,-1.7892
ORD-1198,2023-05-14,Luke Foster,Consumer,East,Office Supplies,29.34,14.67
ORD-1855,2023-05-14,Jennifer Jackson,Consumer,Central,Office Supplies,7.104,2.4864
ORD-1198,2023-05-14,Luke Foster,Consumer,East,Office Supplies,563.4,67.608
ORD-1679,2023-05-14,Maribeth Schnelling,Consumer,Central,Office Supplies,60.416,6.0416
ORD-1189,2023-05-14,Katherine Nockton,Corporate,East,Technology,10.312,-1.289
ORD-1358,2023-05-14,Mike Vittorini,Consumer,Central,Technology,31.92,2.394
ORD-1189,2023-05-14,Katherine Nockton,Corporate,East,Technology,466.158,-93.2316
ORD-1866,2023-05-14,Sarah Foster,Consumer,Central,Technology,23.92,6.6976
ORD-1722,2023-05-15,John Lucas,Consumer,West,Furniture,435.26,95.7572
ORD-1722,2023-05-15,John Lucas,Consumer,West,Technology,1119.984,377.9946
ORD-1772,2023-05-16,Eugene Moren,Home Office,East,Office Supplies,30.44,14.9156
ORD-1772,2023-05-16,Eugene Moren,Home Office,East,Office Supplies,69.28,33.2544
ORD-1772,2023-05-16,Eugene Moren,Home Office,East,Technology,119.85,52.734
ORD-1772,2023-05-16,Eugene Moren,Home Office,East,Technology,587.97,170.5113
ORD-1155,2023-05-17,Dana Kaydos,Consumer,Central,Furniture,512.94,97.4586
ORD-1155,2023-05-17,Dana Kaydos,Consumer,Central,Furniture,860.93,189.4046
ORD-1155,2023-05-17,Dana Kaydos,Consumer,Central,Furniture,373.08,82.0776
ORD-1178,2023-05-17,Fred Chung,Corporate,West,Office Supplies,3.408,0.8946
ORD-1155,2023-05-17,Dana Kaydos,Consumer,Central,Office Supplies,14.98,4.494
ORD-1550,2023-05-17,Frank Olsen,Consumer,Central,Office Supplies,8.568,-14.5656
ORD-1976,2023-05-17,Anthony Rawles,Corporate,East,Office Supplies,19.44,9.3312
ORD-1155,2023-05-17,Dana Kaydos,Consumer,Central,Technology,769.95,223.2855
ORD-1213,2023-05-18,Toby Gnade,Consumer,South,Office Supplies,4.608,1.6704
ORD-1411,2023-05-18,Noel Staavos,Corporate,Central,Technology,113.52,29.799
ORD-1411,2023-05-18,Noel Staavos,Corporate,Central,Technology,359.88,22.4925
ORD-1781,2023-05-19,Toby Swindell,Consumer,Central,Office Supplies,1.112,-1.8904
ORD-1337,2023-05-19,Ken Black,Corporate,East,Office Supplies,89.82,25.1496
ORD-1481,2023-05-21,Edward Becker,Corporate,South,Furniture,6.408,1.4418
ORD-1481,2023-05-21,Edward Becker,Corporate,South,Furniture,30.88,3.86
ORD-1481,2023-05-21,Edward Becker,Corporate,South,Office Supplies,8.688,2.9322
ORD-1803,2023-05-21,Evan Bailliet,Consumer,South,Office Supplies,5.04,1.764
ORD-1285,2023-05-22,Marc Crier,Consumer,West,Furniture,141.96,39.7488
ORD-1669,2023-05-22,Nicole Fjeld,Home Office,West,Furniture,915.136,102.9528
ORD-1669,2023-05-22,Nicole Fjeld,Home Office,West,Furniture,327.76,91.7728
ORD-0032,2023-05-22,Nicole Fjeld,Home Office,West,Furniture,915.136,102.9528
ORD-0032,2023-05-22,Nicole Fjeld,Home Office,West,Furniture,327.76,91.7728
ORD-2022,2023-05-23,Emily Phan,Consumer,East,Office Supplies,671.94,315.8118
ORD-2022,2023-05-23,Emily Phan,Consumer,East,Office Supplies,16.52,7.5992
ORD-2078,2023-05-23,Arianne Irving,Consumer,West,Office Supplies,19.44,9.3312
ORD-1905,2023-05-24,Karen Seio,Corporate,West,Technology,16.776,1.6776
ORD-1748,2023-05-25,Monica Federle,Corporate,West,Furniture,43.13,18.1146
ORD-1252,2023-05-25,Jeremy Ellison,Consumer,West,Furniture,171.96,44.7096
ORD-1756,2023-05-25,Christopher Martinez,Consumer,South,Office Supplies,2.74,0.7398
ORD-1833,2023-05-25,Jim Kriz,Home Office,East,Office Supplies,17.52,6.3072
ORD-1756,2023-05-25,Christopher Martinez,Consumer,South,Office Supplies,8.34,2.1684
ORD-1756,2023-05-25,Christopher Martinez,Consumer,South,Office Supplies,6354.95,3177.475
ORD-1582,2023-05-25,Maurice Satty,Consumer,South,Office Supplies,7.38,3.3948
ORD-1582,2023-05-25,Maurice Satty,Consumer,South,Office Supplies,491.55,240.8595
ORD-1756,2023-05-25,Christopher Martinez,Consumer,South,Office Supplies,46.74,11.685
ORD-1885,2023-05-25,Michael Stewart,Corporate,East,Technology,85.9,2.577
ORD-1217,2023-05-26,Harold Ryan,Corporate,East,Office Supplies,33.82,9.1314
ORD-1217,2023-05-26,Harold Ryan,Corporate,East,Technology,15.02,2.7036
ORD-2082,2023-05-28,Corinna Mitchell,Home Office,Central,Furniture,383.4656,-67.6704
ORD-1268,2023-05-28,Berenike Kampe,Consumer,West,Office Supplies,17.568,6.3684
ORD-1830,2023-05-28,Guy Armstrong,Consumer,West,Office Supplies,10.9,3.597
ORD-1268,2023-05-28,Berenike Kampe,Consumer,West,Office Supplies,14.62,6.8714
ORD-2082,2023-05-28,Corinna Mitchell,Home Office,Central,Office Supplies,65.584,23.7742
ORD-1731,2023-05-28,Dan Campbell,Consumer,South,Office Supplies,14.496,4.8924
ORD-2016,2023-05-28,Mike Caudle,Corporate,West,Office Supplies,11.96,5.8604
ORD-1268,2023-05-28,Berenike Kampe,Consumer,West,Office Supplies,40.14,19.6686
ORD-1245,2023-05-28,Fred Hopkins,Corporate,West,Office Supplies,209.7,100.656
ORD-1245,2023-05-28,Fred Hopkins,Corporate,West,Office Supplies,1247.64,349.3392
ORD-1268,2023-05-28,Berenike Kampe,Consumer,West,Office Supplies,33.36,8.6736
ORD-1245,2023-05-28,Fred Hopkins,Corporate,West,Technology,3149.93,1480.4671
ORD-1549,2023-05-28,Jesus Ocampo,Home Office,West,Technology,453.576,39.6879
ORD-1476,2023-05-29,Joe Kamberova,Consumer,Central,Office Supplies,2.512,-4.396
ORD-1967,2023-05-29,Dave Hallsten,Corporate,East,Office Supplies,1087.936,353.5792
ORD-1967,2023-05-29,Dave Hallsten,Corporate,East,Office Supplies,49.848,16.8237
ORD-1967,2023-05-29,Dave Hallsten,Corporate,East,Office Supplies,23.99,11.995
ORD-1476,2023-05-29,Joe Kamberova,Consumer,Central,Office Supplies,18.864,6.1308
ORD-1169,2023-05-29,Bart Watters,Corporate,Central,Office Supplies,51.84,24.8832
ORD-1967,2023-05-29,Dave Hallsten,Corporate,East,Office Supplies,83.92,20.1408
ORD-2061,2023-05-29,Bryan Mills,Consumer,West,Office Supplies,29.304,2.5641
ORD-1967,2023-05-29,Dave Hallsten,Corporate,East,Technology,199.98,53.9946
ORD-1368,2023-05-30,Julia West,Consumer,South,Office Supplies,962.08,156.338
ORD-1368,2023-05-30,Julia West,Consumer,South,Office Supplies,12.843,-9.8463
ORD-1368,2023-05-30,Julia West,Consumer,South,Office Supplies,295.456,96.0232
ORD-0034,2023-05-30,Frank Gastineau,Home Office,East,Office Supplies,9.48,3.79
ORD-2019,2023-05-31,Justin Deggeller,Corporate,West,Furniture,91.96,15.6332
ORD-1385,2023-05-31,Fred Wasserman,Corporate,South,Office Supplies,19.56,5.4768
ORD-1948,2023-05-31,Dean Braden,Consumer,Central,Office Supplies,14.112,-21.168
ORD-2019,2023-05-31,Justin Deggeller,Corporate,West,Office Supplies,105.52,48.5392
ORD-1948,2023-05-31,Dean Braden,Consumer,Central,Office Supplies,129.568,-25.9136
ORD-1327,2023-05-31,Debra Catini,Consumer,South,Office Supplies,150.408,-33.8418
ORD-1948,2023-05-31,Dean Braden,Consumer,Central,Technology,18.392,5.2877
ORD-1327,2023-05-31,Debra Catini,Consumer,South,Technology,447.944,89.5888
ORD-2021,2023-05-31,Ruben Dartt,Consumer,West,Technology,15.984,1.1988
ORD-2019,2023-05-31,Justin Deggeller,Corporate,West,Technology,1487.976,185.997
ORD-1440,2023-06-01,Julia Dunbar,Consumer,Central,Furniture,107.772,-29.2524
ORD-1514,2023-06-01,Sheri Gordon,Consumer,South,Office Supplies,31.56,14.202
ORD-1650,2023-06-01,Bart Pistole,Corporate,West,Office Supplies,33.36,16.68
ORD-1181,2023-06-01,Alice McCarthy,Corporate,West,Office Supplies,192.72,92.5056
ORD-1514,2023-06-01,Sheri Gordon,Consumer,South,Office Supplies,27.92,0.5584
ORD-1181,2023-06-01,Alice McCarthy,Corporate,West,Technology,239.97,86.3892
ORD-1331,2023-06-02,Dennis Pardue,Home Office,Central,Furniture,359.058,-35.9058
ORD-1762,2023-06-02,Cathy Prescott,Corporate,West,Furniture,46.9,13.132
ORD-1260,2023-06-02,Ben Peterman,Corporate,South,Office Supplies,6.992,0.5244
ORD-2035,2023-06-04,Ellis Ballard,Corporate,West,Furniture,3393.68,610.8624
ORD-1318,2023-06-04,Suzanne McNair,Corporate,East,Office Supplies,13.11,3.4086
ORD-1121,2023-06-04,Benjamin Venier,Corporate,South,Office Supplies,74.352,23.235
ORD-2077,2023-06-04,Gene McClure,Consumer,East,Office Supplies,40.032,12.51
ORD-1318,2023-06-04,Suzanne McNair,Corporate,East,Office Supplies,1085.42,282.2092
ORD-2077,2023-06-04,Gene McClure,Consumer,East,Technology,16.776,5.0328
ORD-1565,2023-06-05,Mark Van Huff,Consumer,West,Office Supplies,83.7,3.348
ORD-1572,2023-06-06,John Huston,Consumer,East,Office Supplies,22.92,11.2308
ORD-1598,2023-06-06,Chloris Kastensmidt,Consumer,East,Office Supplies,5.232,1.7004
ORD-1541,2023-06-06,Alan Barnes,Consumer,West,Office Supplies,33.4,16.032
ORD-1598,2023-06-06,Chloris Kastensmidt,Consumer,East,Office Supplies,15.552,5.4432
ORD-1541,2023-06-06,Alan Barnes,Consumer,West,Technology,166.24,24.936
ORD-1877,2023-06-07,Sara Luxemburg,Home Office,South,Furniture,1166.92,131.2785
ORD-1127,2023-06-07,Richard Bierner,Consumer,West,Furniture,19.92,9.5616
ORD-1382,2023-06-07,Denny Ordway,Consumer,West,Office Supplies,73.28,21.2512
ORD-1841,2023-06-07,Alan Shonely,Consumer,South,Office Supplies,5.56,1.4456
ORD-1127,2023-06-07,Richard Bierner,Consumer,West,Office Supplies,9.87,4.5402
ORD-1127,2023-06-07,Richard Bierner,Consumer,West,Office Supplies,212.64,99.9408
ORD-1150,2023-06-07,Chad McGuire,Consumer,East,Office Supplies,17.64,8.1144
ORD-1127,2023-06-07,Richard Bierner,Consumer,West,Technology,53.25,20.7675
ORD-1142,2023-06-08,Daniel Raglin,Home Office,Central,Furniture,366.744,-110.0232
ORD-1384,2023-06-08,Fred Chung,Corporate,Central,Office Supplies,23.52,8.526
ORD-1384,2023-06-08,Fred Chung,Corporate,Central,Technology,180.96,13.572
ORD-1483,2023-06-09,Ed Braxton,Corporate,Central,Furniture,22.38,-7.833
ORD-1483,2023-06-09,Ed Braxton,Corporate,Central,Office Supplies,98.376,35.6613
ORD-1630,2023-06-09,Scott Cohen,Corporate,South,Technology,79.96,27.986
ORD-1394,2023-06-11,Michael Oakman,Consumer,Central,Office Supplies,32.192,-80.48
ORD-1614,2023-06-11,Cari Sayre,Corporate,Central,Office Supplies,9.156,-13.734
ORD-1394,2023-06-11,Michael Oakman,Consumer,Central,Technology,50.12,-0.6265
ORD-1394,2023-06-11,Michael Oakman,Consumer,Central,Technology,47.976,1.7991
ORD-1966,2023-06-11,John Dryer,Consumer,West,Technology,71.976,24.2919
ORD-1719,2023-06-11,John Lucas,Consumer,West,Technology,87.8,32.925
ORD-1218,2023-06-13,Nicole Fjeld,Home Office,East,Furniture,108.4,22.764
ORD-1259,2023-06-13,Nat Carroll,Consumer,Central,Office Supplies,644.076,107.346
ORD-1218,2023-06-13,Nicole Fjeld,Home Office,East,Office Supplies,11.16,4.3524
ORD-1218,2023-06-13,Nicole Fjeld,Home Office,East,Office Supplies,82.344,27.7911
ORD-1259,2023-06-13,Nat Carroll,Consumer,Central,Office Supplies,12.76,5.8696
ORD-1218,2023-06-13,Nicole Fjeld,Home Office,East,Office Supplies,9.088,3.2944
ORD-1259,2023-06-13,Nat Carroll,Consumer,Central,Office Supplies,5.84,2.628
ORD-1259,2023-06-13,Nat Carroll,Consumer,Central,Technology,599.98,209.993
ORD-1259,2023-06-13,Nat Carroll,Consumer,Central,Technology,10.95,0.438
ORD-2073,2023-06-14,Valerie Takahito,Home Office,East,Furniture,352.45,-211.47
ORD-1990,2023-06-14,Carol Adams,Corporate,West,Furniture,892.224,89.2224
ORD-2073,2023-06-14,Valerie Takahito,Home Office,East,Furniture,7.584,2.37
ORD-2073,2023-06-14,Valerie Takahito,Home Office,East,Furniture,547.136,-68.392
ORD-2073,2023-06-14,Valerie Takahito,Home Office,East,Office Supplies,98.112,18.396
ORD-1110,2023-06-14,Jennifer Ferguson,Consumer,West,Office Supplies,23.84,6.4368
ORD-2073,2023-06-14,Valerie Takahito,Home Office,East,Office Supplies,10.428,-6.952
ORD-1618,2023-06-14,Greg Guthrie,Corporate,South,Office Supplies,157.794,-115.7156
ORD-1355,2023-06-14,Ted Trevino,Consumer,East,Office Supplies,23.904,7.7688
ORD-2073,2023-06-14,Valerie Takahito,Home Office,East,Office Supplies,563.808,21.1428
ORD-1110,2023-06-14,Jennifer Ferguson,Consumer,West,Technology,239.94,26.3934
ORD-2073,2023-06-14,Valerie Takahito,Home Office,East,Technology,14.85,-3.2175
ORD-2073,2023-06-14,Valerie Takahito,Home Office,East,Technology,41.988,-9.7972
ORD-1429,2023-06-15,Thomas Thornton,Consumer,Central,Office Supplies,42.048,5.256
ORD-1429,2023-06-15,Thomas Thornton,Consumer,Central,Office Supplies,9.648,-16.884
ORD-1429,2023-06-15,Thomas Thornton,Consumer,Central,Office Supplies,6.9,-12.075
ORD-1086,2023-06-15,Mark Hamilton,Consumer,South,Office Supplies,47.952,16.1838
ORD-1429,2023-06-15,Thomas Thornton,Consumer,Central,Office Supplies,7.968,2.8884
ORD-1429,2023-06-15,Thomas Thornton,Consumer,Central,Technology,25.488,4.4604
ORD-1676,2023-06-16,Peter Fuller,Consumer,Central,Office Supplies,463.248,-1181.2824
ORD-1521,2023-06-16,Frank Merwin,Home Office,East,Office Supplies,11.736,1.0269
ORD-2066,2023-06-16,Resi Pölking,Consumer,East,Office Supplies,25.92,12.4416
