OrderID,CustomerName,Segment,Category,Sales,Profit
ORD-1949,Rick Wilson,Corporate,Furniture,136.92,41.076
ORD-1560,Ken Heidel,Corporate,Office Supplies,12.144,4.0986
ORD-1113,Frank Olsen,Consumer,Office Supplies,74.52,35.0244
ORD-1686,Allen Armold,Consumer,Technology,149.97,50.9898
ORD-1924,Ivan Liston,Consumer,Furniture,283.92,82.3368
ORD-1924,Ivan Liston,Consumer,Furniture,1268.82,266.4522
ORD-1924,Ivan Liston,Consumer,Office Supplies,5.68,1.7608
ORD-1240,Victoria Wilson,Corporate,Office Supplies,5.28,1.5312
ORD-1628,Trudy Schmidt,Consumer,Office Supplies,2.934,-4.9878
ORD-1128,Lori Olson,Corporate,Office Supplies,29.9,13.455
ORD-1128,Lori Olson,Corporate,Office Supplies,146.73,2.9346
ORD-1628,Trudy Schmidt,Consumer,Office Supplies,670.752,-125.766
ORD-1628,Trudy Schmidt,Consumer,Technology,18.528,4.4004
ORD-1787,Damala Kotsonis,Corporate,Office Supplies,311.15,146.2405
ORD-1787,Damala Kotsonis,Corporate,Office Supplies,12.96,6.3504
ORD-1518,Brosina Hoffman,Consumer,Office Supplies,5.76,1.728
ORD-1518,Brosina Hoffman,Consumer,Office Supplies,5.81,1.8011
ORD-1518,Brosina Hoffman,Consumer,Office Supplies,9.54,4.293
ORD-1292,Lisa Hazard,Consumer,Technology,107.982,-26.9955
ORD-1770,Sarah Jordon,Consumer,Furniture,203.92,22.941
ORD-1599,Frank Atkinson,Corporate,Furniture,40.784,-30.588
ORD-1599,Frank Atkinson,Corporate,Office Supplies,40.096,13.5324
ORD-1088,Michael Stewart,Corporate,Technology,20.8,6.5
ORD-1870,Jill Fjeld,Consumer,Technology,479.952,89.991
ORD-1090,Nona Balk,Corporate,Office Supplies,77.24,7.724
ORD-1788,Karl Braun,Consumer,Office Supplies,14.352,0.897
ORD-1788,Karl Braun,Consumer,Office Supplies,14.952,-11.9616
ORD-1788,Karl Braun,Consumer,Office Supplies,2.286,-1.6764
ORD-1317,Ted Trevino,Consumer,Office Supplies,26.424,9.5787
ORD-1788,Karl Braun,Consumer,Technology,71.976,0.8997
ORD-1317,Ted Trevino,Consumer,Technology,625.99,187.797
ORD-1788,Karl Braun,Consumer,Technology,323.982,-80.9955
ORD-1309,Justin MacKendrick,Consumer,Office Supplies,541.44,157.0176
ORD-1309,Justin MacKendrick,Consumer,Office Supplies,11.52,4.176
ORD-1309,Justin MacKendrick,Consumer,Office Supplies,41.72,13.0375
ORD-1309,Justin MacKendrick,Consumer,Office Supplies,19.44,9.3312
ORD-1309,Justin MacKendrick,Consumer,Office Supplies,13.36,6.4128
ORD-1890,Roy Phan,Corporate,Technology,139.95,26.5905
ORD-1890,Roy Phan,Corporate,Technology,699.98,195.9944
ORD-1890,Roy Phan,Corporate,Technology,134.97,64.7856
ORD-1390,Rob Dowd,Consumer,Office Supplies,87.71,41.2237
ORD-1390,Rob Dowd,Consumer,Office Supplies,36.84,17.3148
ORD-1935,Sung Pak,Corporate,Office Supplies,35.88,16.146
ORD-1159,Guy Thornton,Consumer,Furniture,35.544,-0.8886
ORD-1234,Ann Blume,Corporate,Office Supplies,9.24,4.4352
ORD-1159,Guy Thornton,Consumer,Office Supplies,61.06,28.0876
ORD-1861,Kelly Andreada,Consumer,Office Supplies,286.79,74.5654
ORD-2108,Liz MacKendrick,Consumer,Technology,29.99,2.999
ORD-2010,Pierre Wener,Consumer,Office Supplies,2541.98,1270.99
ORD-1506,Joe Elijah,Consumer,Office Supplies,49.12,23.0864
ORD-1553,Penelope Sewall,Home Office,Office Supplies,79.36,20.6336
ORD-1551,Lindsay Castell,Home Office,Office Supplies,26.88,6.72
ORD-1551,Lindsay Castell,Home Office,Office Supplies,10.896,3.8136
ORD-1898,Sung Shariari,Consumer,Office Supplies,3.15,1.512
ORD-1898,Sung Shariari,Consumer,Office Supplies,22.72,10.224
ORD-1132,Erin Smith,Corporate,Furniture,493.92,-28.224
ORD-1236,Bill Tyler,Corporate,Office Supplies,16.032,2.2044
ORD-1236,Bill Tyler,Corporate,Office Supplies,4.419,-3.3879
ORD-1654,Nora Paige,Consumer,Technology,538.92,80.838
ORD-1132,Erin Smith,Corporate,Technology,105.98,1.0598
ORD-1761,Valerie Dominguez,Consumer,Furniture,389.696,43.8408
ORD-1761,Valerie Dominguez,Consumer,Furniture,161.568,-28.2744
ORD-1573,Craig Molinari,Corporate,Furniture,1227.9984,-36.1176
ORD-1103,Dave Hallsten,Corporate,Furniture,184.752,-20.7846
ORD-1571,Resi Pölking,Consumer,Office Supplies,3.552,0.444
ORD-1573,Craig Molinari,Corporate,Office Supplies,55.328,6.2244
ORD-1869,Shui Tom,Consumer,Office Supplies,58.72,27.0112
ORD-1103,Dave Hallsten,Corporate,Technology,15.984,1.1988
ORD-1129,Tracy Poddar,Corporate,Technology,95.84,34.742
ORD-1214,Dave Kipp,Consumer,Furniture,787.53,165.3813
ORD-1161,Pete Armstrong,Home Office,Office Supplies,10.16,2.6416
ORD-1161,Pete Armstrong,Home Office,Office Supplies,101.88,50.94
ORD-1198,Luke Foster,Consumer,Furniture,383.607,63.9345
ORD-1438,Alan Haines,Corporate,Furniture,99.372,-7.098
ORD-1679,Maribeth Schnelling,Consumer,Furniture,4.712,-1.8848
ORD-1438,Alan Haines,Corporate,Furniture,33.568,-5.4548
ORD-1679,Maribeth Schnelling,Consumer,Office Supplies,180.98,-470.548
ORD-1866,Sarah Foster,Consumer,Office Supplies,60.69,16.3863
ORD-1679,Maribeth Schnelling,Consumer,Office Supplies,11.212,-16.818
ORD-1189,Katherine Nockton,Corporate,Office Supplies,2.556,-1.7892
ORD-1198,Luke Foster,Consumer,Office Supplies,29.34,14.67
ORD-1855,Jennifer Jackson,Consumer,Office Supplies,7.104,2.4864
ORD-1198,Luke Foster,Consumer,Office Supplies,563.4,67.608
ORD-1679,Maribeth Schnelling,Consumer,Office Supplies,60.416,6.0416
ORD-1189,Katherine Nockton,Corporate,Technology,10.312,-1.289
ORD-1358,Mike Vittorini,Consumer,Technology,31.92,2.394
ORD-1189,Katherine Nockton,Corporate,Technology,466.158,-93.2316
ORD-1866,Sarah Foster,Consumer,Technology,23.92,6.6976
ORD-1722,John Lucas,Consumer,Furniture,435.26,95.7572
ORD-1722,John Lucas,Consumer,Technology,1119.984,377.9946
ORD-1772,Eugene Moren,Home Office,Office Supplies,30.44,14.9156
ORD-1772,Eugene Moren,Home Office,Office Supplies,69.28,33.2544
ORD-1772,Eugene Moren,Home Office,Technology,119.85,52.734
ORD-1772,Eugene Moren,Home Office,Technology,587.97,170.5113
ORD-1155,Dana Kaydos,Consumer,Furniture,512.94,97.4586
ORD-1155,Dana Kaydos,Consumer,Furniture,860.93,189.4046
ORD-1155,Dana Kaydos,Consumer,Furniture,373.08,82.0776
ORD-1178,Fred Chung,Corporate,Office Supplies,3.408,0.8946
ORD-1155,Dana Kaydos,Consumer,Office Supplies,14.98,4.494
ORD-1550,Frank Olsen,Consumer,Office Supplies,8.568,-14.5656
ORD-1976,Anthony Rawles,Corporate,Office Supplies,19.44,9.3312
ORD-1155,Dana Kaydos,Consumer,Technology,769.95,223.2855
ORD-1213,Toby Gnade,Consumer,Office Supplies,4.608,1.6704
ORD-1411,Noel Staavos,Corporate,Technology,113.52,29.799
ORD-1411,Noel Staavos,Corporate,Technology,359.88,22.4925
ORD-1781,Toby Swindell,Consumer,Office Supplies,1.112,-1.8904
ORD-1337,Ken Black,Corporate,Office Supplies,89.82,25.1496
ORD-1481,Edward Becker,Corporate,Furniture,6.408,1.4418
ORD-1481,Edward Becker,Corporate,Furniture,30.88,3.86
ORD-1481,Edward Becker,Corporate,Office Supplies,8.688,2.9322
ORD-1803,Evan Bailliet,Consumer,Office Supplies,5.04,1.764
ORD-1285,Marc Crier,Consumer,Furniture,141.96,39.7488
ORD-1669,Nicole Fjeld,Home Office,Furniture,915.136,102.9528
ORD-1669,Nicole Fjeld,Home Office,Furniture,327.76,91.7728
ORD-0032,Nicole Fjeld,Home Office,Furniture,915.136,102.9528
ORD-0032,Nicole Fjeld,Home Office,Furniture,327.76,91.7728
ORD-2022,Emily Phan,Consumer,Office Supplies,671.94,315.8118
ORD-2022,Emily Phan,Consumer,Office Supplies,16.52,7.5992
ORD-2078,Arianne Irving,Consumer,Office Supplies,19.44,9.3312
ORD-1905,Karen Seio,Corporate,Technology,16.776,1.6776
ORD-1748,Monica Federle,Corporate,Furniture,43.13,18.1146
ORD-1252,Jeremy Ellison,Consumer,Furniture,171.96,44.7096
ORD-1756,Christopher Martinez,Consumer,Office Supplies,2.74,0.7398
ORD-1833,Jim Kriz,Home Office,Office Supplies,17.52,6.3072
ORD-1756,Christopher Martinez,Consumer,Office Supplies,8.34,2.1684
ORD-1756,Christopher Martinez,Consumer,Office Supplies,6354.95,3177.475
ORD-1582,Maurice Satty,Consumer,Office Supplies,7.38,3.3948
ORD-1582,Maurice Satty,Consumer,Office Supplies,491.55,240.8595
ORD-1756,Christopher Martinez,Consumer,Office Supplies,46.74,11.685
ORD-1885,Michael Stewart,Corporate,Technology,85.9,2.577
ORD-1217,Harold Ryan,Corporate,Office Supplies,33.82,9.1314
ORD-1217,Harold Ryan,Corporate,Technology,15.02,2.7036
ORD-2082,Corinna Mitchell,Home Office,Furniture,383.4656,-67.6704
ORD-1268,Berenike Kampe,Consumer,Office Supplies,17.568,6.3684
ORD-1830,Guy Armstrong,Consumer,Office Supplies,10.9,3.597
ORD-1268,Berenike Kampe,Consumer,Office Supplies,14.62,6.8714
ORD-2082,Corinna Mitchell,Home Office,Office Supplies,65.584,23.7742
ORD-1731,Dan Campbell,Consumer,Office Supplies,14.496,4.8924
ORD-2016,Mike Caudle,Corporate,Office Supplies,11.96,5.8604
ORD-1268,Berenike Kampe,Consumer,Office Supplies,40.14,19.6686
ORD-1245,Fred Hopkins,Corporate,Office Supplies,209.7,100.656
ORD-1245,Fred Hopkins,Corporate,Office Supplies,1247.64,349.3392
ORD-1268,Berenike Kampe,Consumer,Office Supplies,33.36,8.6736
ORD-1245,Fred Hopkins,Corporate,Technology,3149.93,1480.4671
ORD-1549,Jesus Ocampo,Home Office,Technology,453.576,39.6879
ORD-1476,Joe Kamberova,Consumer,Office Supplies,2.512,-4.396
ORD-1967,Dave Hallsten,Corporate,Office Supplies,1087.936,353.5792
ORD-1967,Dave Hallsten,Corporate,Office Supplies,49.848,16.8237
ORD-1967,Dave Hallsten,Corporate,Office Supplies,23.99,11.995
ORD-1476,Joe Kamberova,Consumer,Office Supplies,18.864,6.1308
ORD-1169,Bart Watters,Corporate,Office Supplies,51.84,24.8832
ORD-1967,Dave Hallsten,Corporate,Office Supplies,83.92,20.1408
ORD-2061,Bryan Mills,Consumer,Office Supplies,29.304,2.5641
ORD-1967,Dave Hallsten,Corporate,Technology,199.98,53.9946
ORD-1368,Julia West,Consumer,Office Supplies,962.08,156.338
ORD-1368,Julia West,Consumer,Office Supplies,12.843,-9.8463
ORD-1368,Julia West,Consumer,Office Supplies,295.456,96.0232
ORD-0034,Frank Gastineau,Home Office,Office Supplies,9.48,3.79
ORD-2019,Justin Deggeller,Corporate,Furniture,91.96,15.6332
ORD-1385,Fred Wasserman,Corporate,Office Supplies,19.56,5.4768
ORD-1948,Dean Braden,Consumer,Office Supplies,14.112,-21.168
ORD-2019,Justin Deggeller,Corporate,Office Supplies,105.52,48.5392
ORD-1948,Dean Braden,Consumer,Office Supplies,129.568,-25.9136
ORD-1327,Debra Catini,Consumer,Office Supplies,150.408,-33.8418
ORD-1948,Dean Braden,Consumer,Technology,18.392,5.2877
ORD-1327,Debra Catini,Consumer,Technology,447.944,89.5888
ORD-2021,Ruben Dartt,Consumer,Technology,15.984,1.1988
ORD-2019,Justin Deggeller,Corporate,Technology,1487.976,185.997
ORD-1440,Julia Dunbar,Consumer,Furniture,107.772,-29.2524
ORD-1514,Sheri Gordon,Consumer,Office Supplies,31.56,14.202
ORD-1650,Bart Pistole,Corporate,Office Supplies,33.36,16.68
ORD-1181,Alice McCarthy,Corporate,Office Supplies,192.72,92.5056
ORD-1514,Sheri Gordon,Consumer,Office Supplies,27.92,0.5584
ORD-1181,Alice McCarthy,Corporate,Technology,239.97,86.3892
ORD-1331,Dennis Pardue,Home Office,Furniture,359.058,-35.9058
ORD-1762,Cathy Prescott,Corporate,Furniture,46.9,13.132
ORD-1260,Ben Peterman,Corporate,Office Supplies,6.992,0.5244
ORD-2035,Ellis Ballard,Corporate,Furniture,3393.68,610.8624
ORD-1318,Suzanne McNair,Corporate,Office Supplies,13.11,3.4086
ORD-1121,Benjamin Venier,Corporate,Office Supplies,74.352,23.235
ORD-2077,Gene McClure,Consumer,Office Supplies,40.032,12.51
ORD-1318,Suzanne McNair,Corporate,Office Supplies,1085.42,282.2092
ORD-2077,Gene McClure,Consumer,Technology,16.776,5.0328
ORD-1565,Mark Van Huff,Consumer,Office Supplies,83.7,3.348
ORD-1572,John Huston,Consumer,Office Supplies,22.92,11.2308
ORD-1598,Chloris Kastensmidt,Consumer,Office Supplies,5.232,1.7004
ORD-1541,Alan Barnes,Consumer,Office Supplies,33.4,16.032
ORD-1598,Chloris Kastensmidt,Consumer,Office Supplies,15.552,5.4432
ORD-1541,Alan Barnes,Consumer,Technology,166.24,24.936
ORD-1877,Sara Luxemburg,Home Office,Furniture,1166.92,131.2785
ORD-1127,Richard Bierner,Consumer,Furniture,19.92,9.5616
ORD-1382,Denny Ordway,Consumer,Office Supplies,73.28,21.2512
ORD-1841,Alan Shonely,Consumer,Office Supplies,5.56,1.4456
ORD-1127,Richard Bierner,Consumer,Office Supplies,9.87,4.5402
ORD-1127,Richard Bierner,Consumer,Office Supplies,212.64,99.9408
ORD-1150,Chad McGuire,Consumer,Office Supplies,17.64,8.1144
ORD-1127,Richard Bierner,Consumer,Technology,53.25,20.7675
ORD-1142,Daniel Raglin,Home Office,Furniture,366.744,-110.0232
ORD-1384,Fred Chung,Corporate,Office Supplies,23.52,8.526
ORD-1384,Fred Chung,Corporate,Technology,180.96,13.572
ORD-1483,Ed Braxton,Corporate,Furniture,22.38,-7.833
ORD-1483,Ed Braxton,Corporate,Office Supplies,98.376,35.6613
ORD-1630,Scott Cohen,Corporate,Technology,79.96,27.986
ORD-1394,Michael Oakman,Consumer,Office Supplies,32.192,-80.48
ORD-1614,Cari Sayre,Corporate,Office Supplies,9.156,-13.734
ORD-1394,Michael Oakman,Consumer,Technology,50.12,-0.6265
ORD-1394,Michael Oakman,Consumer,Technology,47.976,1.7991
ORD-1966,John Dryer,Consumer,Technology,71.976,24.2919
ORD-1719,John Lucas,Consumer,Technology,87.8,32.925
ORD-1218,Nicole Fjeld,Home Office,Furniture,108.4,22.764
ORD-1259,Nat Carroll,Consumer,Office Supplies,644.076,107.346
ORD-1218,Nicole Fjeld,Home Office,Office Supplies,11.16,4.3524
ORD-1218,Nicole Fjeld,Home Office,Office Supplies,82.344,27.7911
ORD-1259,Nat Carroll,Consumer,Office Supplies,12.76,5.8696
ORD-1218,Nicole Fjeld,Home Office,Office Supplies,9.088,3.2944
ORD-1259,Nat Carroll,Consumer,Office Supplies,5.84,2.628
ORD-1259,Nat Carroll,Consumer,Technology,599.98,209.993
ORD-1259,Nat Carroll,Consumer,Technology,10.95,0.438
ORD-2073,Valerie Takahito,Home Office,Furniture,352.45,-211.47
ORD-1990,Carol Adams,Corporate,Furniture,892.224,89.2224
ORD-2073,Valerie Takahito,Home Office,Furniture,7.584,2.37
ORD-2073,Valerie Takahito,Home Office,Furniture,547.136,-68.392
ORD-2073,Valerie Takahito,Home Office,Office Supplies,98.112,18.396
ORD-1110,Jennifer Ferguson,Consumer,Office Supplies,23.84,6.4368
ORD-2073,Valerie Takahito,Home Office,Office Supplies,10.428,-6.952
ORD-1618,Greg Guthrie,Corporate,Office Supplies,157.794,-115.7156
ORD-1355,Ted Trevino,Consumer,Office Supplies,23.904,7.7688
ORD-2073,Valerie Takahito,Home Office,Office Supplies,563.808,21.1428
ORD-1110,Jennifer Ferguson,Consumer,Technology,239.94,26.3934
ORD-2073,Valerie Takahito,Home Office,Technology,14.85,-3.2175
ORD-2073,Valerie Takahito,Home Office,Technology,41.988,-9.7972
ORD-1429,Thomas Thornton,Consumer,Office Supplies,42.048,5.256
ORD-1429,Thomas Thornton,Consumer,Office Supplies,9.648,-16.884
ORD-1429,Thomas Thornton,Consumer,Office Supplies,6.9,-12.075
ORD-1086,Mark Hamilton,Consumer,Office Supplies,47.952,16.1838
ORD-1429,Thomas Thornton,Consumer,Office Supplies,7.968,2.8884
ORD-1429,Thomas Thornton,Consumer,Technology,25.488,4.4604
ORD-1676,Peter Fuller,Consumer,Office Supplies,463.248,-1181.2824
ORD-1521,Frank Merwin,Home Office,Office Supplies,11.736,1.0269
ORD-2066,Resi Pölking,Consumer,Office Supplies,25.92,12.4416
ORD-2066,Resi Pölking,Consumer,Office Supplies,22.58,5.8708
ORD-1676,Peter Fuller,Consumer,Technology,383.952,47.994
ORD-1704,Jay Kimmel,Consumer,Furniture,369.912,-13.8717
ORD-1087,Ivan Gibson,Consumer,Office Supplies,370.14,144.3546
ORD-1312,Mick Crebagga,Consumer,Office Supplies,17.94,3.0498
ORD-1581,Eugene Hildebrand,Home Office,Office Supplies,14.67,6.0147
ORD-2095,Dario Medina,Corporate,Office Supplies,12.832,4.3308
ORD-1581,Eugene Hildebrand,Home Office,Office Supplies,142.04,38.3508
ORD-1444,Patrick Ryan,Consumer,Furniture,54.528,14.3136
ORD-1444,Patrick Ryan,Consumer,Furniture,67.36,10.104
ORD-1231,Sanjit Engle,Consumer,Office Supplies,406.6,113.848
ORD-1626,Andy Reiter,Consumer,Office Supplies,52.76,24.2696
ORD-1231,Sanjit Engle,Consumer,Technology,85.14,34.9074
ORD-1626,Andy Reiter,Consumer,Technology,639.968,215.9892
ORD-1231,Sanjit Engle,Consumer,Technology,21.99,10.5552
ORD-1759,Robert Dilbeck,Home Office,Office Supplies,40.74,0.4074
ORD-1364,Bill Tyler,Corporate,Furniture,37.68,15.8256
ORD-2091,Frank Preis,Consumer,Furniture,609.98,-113.282
ORD-1165,Eugene Barchas,Consumer,Furniture,241.568,-15.098
ORD-2091,Frank Preis,Consumer,Furniture,211.372,-45.294
ORD-1570,Zuschuss Carroll,Consumer,Furniture,710.832,-97.7394
ORD-1364,Bill Tyler,Corporate,Office Supplies,75.84,29.5776
ORD-1366,Sonia Sunley,Consumer,Office Supplies,17.43,8.0178
ORD-1074,Heather Jas,Home Office,Office Supplies,31.104,10.8864
ORD-1074,Heather Jas,Home Office,Office Supplies,54.816,17.8152
ORD-1575,Thea Hendricks,Consumer,Office Supplies,10.744,0.8058
ORD-1821,Anthony Witt,Consumer,Office Supplies,12.88,0.3864
ORD-1570,Zuschuss Carroll,Consumer,Technology,199.96,69.986
ORD-2091,Frank Preis,Consumer,Technology,239.976,17.9982
ORD-1165,Eugene Barchas,Consumer,Technology,479.92,41.993
ORD-1364,Bill Tyler,Corporate,Technology,258.576,19.3932
ORD-1316,Theone Pippenger,Consumer,Office Supplies,35.208,2.6406
ORD-1645,Lauren Leatherbury,Consumer,Furniture,523.26,125.5824
ORD-1717,Denise Monton,Corporate,Furniture,127.764,2.8392
ORD-1645,Lauren Leatherbury,Consumer,Furniture,1196.86,119.686
ORD-1987,Theresa Swint,Corporate,Office Supplies,45.216,4.5216
ORD-1987,Theresa Swint,Corporate,Office Supplies,7.872,1.2792
ORD-1645,Lauren Leatherbury,Consumer,Office Supplies,9.14,4.57
ORD-1987,Theresa Swint,Corporate,Office Supplies,55.47,-46.225
ORD-1164,Brad Norvell,Corporate,Office Supplies,12.576,4.0872
ORD-1987,Theresa Swint,Corporate,Office Supplies,1.448,0.2353
ORD-1987,Theresa Swint,Corporate,Office Supplies,10.416,-2.2134
ORD-1778,Sarah Brown,Consumer,Technology,43.56,-4.9005
ORD-1778,Sarah Brown,Consumer,Technology,1439.968,485.9892
ORD-1645,Lauren Leatherbury,Consumer,Technology,569.64,148.1064
ORD-1987,Theresa Swint,Corporate,Technology,118.782,-27.7158
ORD-1907,George Ashbrook,Consumer,Office Supplies,1447.65,419.8185
ORD-1804,Jessica Myrick,Consumer,Office Supplies,10.71,2.7846
ORD-1907,George Ashbrook,Consumer,Office Supplies,5.56,2.224
ORD-1804,Jessica Myrick,Consumer,Office Supplies,62.296,21.0249
ORD-1907,George Ashbrook,Consumer,Office Supplies,11.96,5.8604
ORD-1907,George Ashbrook,Consumer,Technology,323.37,129.348
ORD-1804,Jessica Myrick,Consumer,Technology,99.6,36.852
ORD-1907,George Ashbrook,Consumer,Technology,783.96,68.5965
ORD-2020,Michael Paige,Corporate,Furniture,56.686,-20.245
ORD-1303,Darren Powers,Consumer,Furniture,89.99,17.0981
ORD-1303,Darren Powers,Consumer,Furniture,6.16,2.9568
ORD-2020,Michael Paige,Corporate,Office Supplies,74.352,6.5058
ORD-2020,Michael Paige,Corporate,Office Supplies,7.872,0.8856
ORD-2020,Michael Paige,Corporate,Office Supplies,1.476,-2.2878
ORD-2020,Michael Paige,Corporate,Office Supplies,4.312,-6.8992
ORD-1303,Darren Powers,Consumer,Office Supplies,38.22,17.9634
ORD-1303,Darren Powers,Consumer,Office Supplies,75.18,35.3346
ORD-1583,Roland Fjeld,Consumer,Office Supplies,21.93,10.3071
ORD-1715,Deanra Eno,Home Office,Office Supplies,61.96,27.882
ORD-2020,Michael Paige,Corporate,Office Supplies,15.552,5.4432
ORD-1278,Nathan Cano,Consumer,Office Supplies,115.44,30.0144
ORD-1715,Deanra Eno,Home Office,Office Supplies,947.17,9.4717
ORD-1106,Kelly Williams,Consumer,Technology,106.5,41.535
ORD-2020,Michael Paige,Corporate,Technology,41.424,8.2848
ORD-2020,Michael Paige,Corporate,Technology,97.968,6.123
ORD-2020,Michael Paige,Corporate,Technology,244.768,24.4768
ORD-1909,Patrick Gardner,Consumer,Office Supplies,19.568,-52.8336
ORD-1909,Patrick Gardner,Consumer,Office Supplies,310.392,-512.1468
ORD-1812,Theresa Swint,Corporate,Furniture,595.38,297.69
ORD-1192,Olvera Toch,Consumer,Office Supplies,180.96,81.432
ORD-1812,Theresa Swint,Corporate,Office Supplies,12.96,6.2208
ORD-1712,Erica Smith,Consumer,Office Supplies,117.456,44.046
ORD-1812,Theresa Swint,Corporate,Technology,287.97,77.7519
ORD-1176,Juliana Krohn,Consumer,Furniture,191.96,51.8292
ORD-1176,Juliana Krohn,Consumer,Furniture,209.88,35.6796
ORD-1176,Juliana Krohn,Consumer,Office Supplies,21.3,9.798
ORD-1176,Juliana Krohn,Consumer,Technology,469.95,131.586
ORD-1846,Annie Zypern,Consumer,Office Supplies,64.14,16.6764
ORD-1846,Annie Zypern,Consumer,Technology,88.776,7.7679
ORD-1330,Deborah Brumfield,Home Office,Office Supplies,25.99,7.5371
ORD-1516,Zuschuss Carroll,Consumer,Furniture,128.058,-23.7822
ORD-1884,Trudy Schmidt,Consumer,Office Supplies,272.4,76.272
ORD-1262,John Lucas,Consumer,Office Supplies,206.43,90.8292
ORD-1884,Trudy Schmidt,Consumer,Office Supplies,57.75,16.17
ORD-1732,Jill Stevenson,Corporate,Office Supplies,13.944,4.5318
ORD-1299,Linda Southworth,Corporate,Office Supplies,21.34,9.8164
ORD-1516,Zuschuss Carroll,Consumer,Office Supplies,221.024,-55.256
ORD-1577,Joel Eaton,Consumer,Furniture,831.936,-114.3912
ORD-1634,Bart Watters,Corporate,Furniture,63.936,6.3936
ORD-1291,Pierre Wener,Consumer,Furniture,408.422,-5.8346
ORD-1577,Joel Eaton,Consumer,Furniture,97.04,1.213
ORD-1398,Sue Ann Reed,Consumer,Furniture,191.5155,-76.6062
ORD-1634,Bart Watters,Corporate,Office Supplies,59.52,15.4752
ORD-1398,Sue Ann Reed,Consumer,Office Supplies,2.624,0.4264
ORD-1634,Bart Watters,Corporate,Office Supplies,50.352,17.6232
ORD-1577,Joel Eaton,Consumer,Office Supplies,72.784,-18.196
ORD-1634,Bart Watters,Corporate,Technology,311.976,38.997
ORD-1427,Greg Tran,Consumer,Furniture,1267.53,316.8825
ORD-1856,Tony Chapman,Home Office,Office Supplies,43.56,3.267
ORD-1427,Greg Tran,Consumer,Office Supplies,22.74,8.8686
ORD-1856,Tony Chapman,Home Office,Office Supplies,5.84,0.73
ORD-1427,Greg Tran,Consumer,Technology,1379.92,648.5624
ORD-1526,Russell Applegate,Consumer,Office Supplies,8.652,-20.3322
ORD-1371,Shirley Daniels,Home Office,Office Supplies,186.732,41.496
ORD-1526,Russell Applegate,Consumer,Office Supplies,12.176,-18.8728
ORD-1371,Shirley Daniels,Home Office,Office Supplies,3812.97,1906.485
ORD-1526,Russell Applegate,Consumer,Office Supplies,23.832,2.6811
ORD-1945,Jim Kriz,Home Office,Office Supplies,7.968,2.8884
ORD-2033,Paul Stevenson,Home Office,Furniture,213.115,-15.2225
ORD-1295,Jane Waco,Corporate,Furniture,24.3,10.449
ORD-1295,Jane Waco,Corporate,Furniture,9.48,3.792
ORD-1295,Jane Waco,Corporate,Furniture,31.4,13.188
ORD-1118,Ken Black,Corporate,Office Supplies,34.65,9.702
ORD-1295,Jane Waco,Corporate,Office Supplies,6.48,3.1104
ORD-1118,Ken Black,Corporate,Technology,19.8,1.7325
ORD-1295,Jane Waco,Corporate,Technology,209.5,58.66
ORD-1594,Benjamin Patterson,Consumer,Technology,1022.97,-255.7425
ORD-1999,David Bremer,Corporate,Furniture,63.552,14.2992
ORD-1999,David Bremer,Corporate,Office Supplies,172.704,10.794
ORD-1138,Patrick O'Brill,Consumer,Office Supplies,12.176,4.4138
ORD-1138,Patrick O'Brill,Consumer,Office Supplies,37.32,10.4496
ORD-1138,Patrick O'Brill,Consumer,Office Supplies,35.06,10.518
ORD-1999,David Bremer,Corporate,Office Supplies,41.376,4.6548
ORD-1766,Jennifer Braxton,Corporate,Technology,88.752,11.094
ORD-1314,Noah Childs,Corporate,Office Supplies,8.856,2.9889
ORD-1314,Noah Childs,Corporate,Technology,158.376,13.8579
ORD-1253,Stewart Visinsky,Consumer,Furniture,844.116,-36.1764
ORD-1180,Julia Barnett,Home Office,Furniture,665.88,106.5408
ORD-1253,Stewart Visinsky,Consumer,Office Supplies,23.696,6.5164
ORD-1253,Stewart Visinsky,Consumer,Office Supplies,18.2,2.0475
ORD-1842,Lena Cacioppo,Consumer,Office Supplies,8.82,2.5578
ORD-1253,Stewart Visinsky,Consumer,Office Supplies,59.904,14.2272
ORD-1842,Lena Cacioppo,Consumer,Office Supplies,49.568,17.3488
ORD-1842,Lena Cacioppo,Consumer,Office Supplies,62.496,21.8736
ORD-1984,Nicole Fjeld,Home Office,Office Supplies,13.848,5.193
ORD-1253,Stewart Visinsky,Consumer,Office Supplies,7.968,2.8884
ORD-1253,Stewart Visinsky,Consumer,Office Supplies,76.752,-9.594
ORD-1842,Lena Cacioppo,Consumer,Technology,339.96,122.3856
ORD-1253,Stewart Visinsky,Consumer,Technology,27.552,-0.3444
ORD-1505,Laura Armstrong,Corporate,Furniture,22.288,-8.9152
ORD-1740,Alan Schoenberger,Corporate,Furniture,26.8,12.864
ORD-1774,Stuart Van,Corporate,Office Supplies,125.93,35.2604
ORD-1215,Anna Häberlin,Corporate,Technology,946.344,118.293
ORD-1635,Anna Gayman,Consumer,Furniture,244.006,-31.3722
ORD-1635,Anna Gayman,Consumer,Office Supplies,15.936,5.3784
ORD-1795,Chris Cortes,Consumer,Office Supplies,45.68,21.0128
ORD-0031,Carol Triggs,Consumer,Furniture,24.3,10.45
ORD-0031,Carol Triggs,Consumer,Furniture,19.6,9.604
ORD-0031,Carol Triggs,Consumer,Office Supplies,39.96,-23.976
